step,train_loss,forward_duration,backward_duration,total_duration,before_gpu_mem,forward_gpu_mem,backward_gpu_mem,peak_gpu_mem,eval_loss,eval_duration
160,7.4375,0.0151897631585598,0.1474814424291253,0.1626712055876851,651307008,19976217600,7160875520,32834806784,7.405,0.06030193656682968
161,7.40625,0.006740371696650982,0.00942279864102602,0.016163170337677002,651307008,19976217600,7160875520,32834806784,,
162,7.40625,0.0040147146210074425,0.009129686281085014,0.013144400902092457,651307008,19976217600,7160875520,32834806784,,
163,7.375,0.004026813432574272,0.009073606692254543,0.013100420124828815,651307008,19976217600,7160875520,32834806784,,
164,7.40625,0.003996514715254307,0.009079706855118275,0.013076221570372581,651307008,19976217600,7160875520,32834806784,,
165,7.375,0.003981085494160652,0.0091102859005332,0.013091371394693851,651307008,19976217600,7160875520,32834806784,,
166,7.40625,0.004013224504888058,0.020393596030771732,0.02440682053565979,651307008,19976217600,7160875520,32834806784,,
167,7.375,0.005825796164572239,0.009061316028237343,0.014887112192809582,651307008,19976217600,7160875520,32834806784,,
168,7.375,0.0040279049426317215,0.009054455906152725,0.013082360848784447,651307008,19976217600,7160875520,32834806784,,
169,7.4375,0.00402364507317543,0.009144836105406284,0.013168481178581715,651307008,19976217600,7160875520,32834806784,,
170,7.375,0.00443686731159687,0.009436767548322678,0.013873634859919548,651307008,19976217600,7160875520,32834806784,7.3875,0.05950555328279734
171,7.375,0.0040488457307219505,0.009418558329343796,0.013467404060065746,651307008,19976217600,7160875520,32834806784,,
172,7.40625,0.012011774815618992,0.009929351508617401,0.021941126324236393,651186176,17645744128,6373323264,28933517312,7.38625,0.06136306989938021
